,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1.0,2005-11-02,20-307,CLE,,NOK,W (+22),1.0,33:23,9.0,16.0,0.563,6.0,7.0,0.857,7.0,8.0,0.875,1.0,2.0,3.0,4.0,2.0,0.0,3.0,3.0,31.0,24.9,22.0
1,2.0,2005-11-04,20-309,CLE,@,SAS,L (-26),1.0,36:34,7.0,16.0,0.438,0.0,3.0,0.0,6.0,7.0,0.857,0.0,6.0,6.0,4.0,0.0,1.0,3.0,3.0,20.0,12.3,-19.0
2,3.0,2005-11-05,20-310,CLE,@,MEM,L (-7),1.0,40:51,14.0,29.0,0.483,4.0,9.0,0.444,4.0,5.0,0.8,0.0,2.0,2.0,6.0,2.0,0.0,2.0,2.0,36.0,24.9,-3.0
3,4.0,2005-11-07,20-312,CLE,@,TOR,W (+12),1.0,36:28,9.0,17.0,0.529,0.0,2.0,0.0,9.0,12.0,0.75,0.0,3.0,3.0,6.0,1.0,2.0,1.0,3.0,27.0,22.8,0.0
4,5.0,2005-11-09,20-314,CLE,,SEA,W (+27),1.0,35:38,10.0,18.0,0.556,0.0,2.0,0.0,11.0,11.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,4.0,1.0,31.0,21.3,25.0
5,6.0,2005-11-11,20-316,CLE,,MEM,W (+19),1.0,25:40,5.0,11.0,0.455,0.0,1.0,0.0,6.0,6.0,1.0,1.0,5.0,6.0,2.0,3.0,1.0,3.0,5.0,16.0,12.6,24.0
6,7.0,2005-11-13,20-318,CLE,@,ORL,W (+8),1.0,48:54,9.0,20.0,0.45,1.0,4.0,0.25,7.0,11.0,0.636,0.0,5.0,5.0,3.0,0.0,1.0,2.0,2.0,26.0,15.5,7.0
7,8.0,2005-11-15,20-320,CLE,,WAS,W (+15),1.0,42:26,15.0,23.0,0.652,2.0,3.0,0.667,5.0,5.0,1.0,1.0,9.0,10.0,4.0,0.0,2.0,3.0,1.0,37.0,31.1,17.0
8,9.0,2005-11-18,20-323,CLE,,ORL,W (+18),1.0,33:56,6.0,17.0,0.353,0.0,3.0,0.0,4.0,6.0,0.667,1.0,5.0,6.0,4.0,2.0,0.0,4.0,2.0,16.0,7.9,25.0
9,10.0,2005-11-19,20-324,CLE,@,PHI,W (+3),1.0,46:51,14.0,24.0,0.583,0.0,2.0,0.0,8.0,10.0,0.8,2.0,9.0,11.0,10.0,1.0,1.0,5.0,1.0,36.0,31.4,8.0
10,11.0,2005-11-22,20-327,CLE,,BOS,W (+22),1.0,40:59,13.0,20.0,0.65,1.0,3.0,0.333,9.0,11.0,0.818,0.0,5.0,5.0,4.0,2.0,2.0,1.0,4.0,36.0,31.5,14.0
11,12.0,2005-11-24,20-329,CLE,@,IND,L (-22),1.0,43:02,6.0,20.0,0.3,0.0,4.0,0.0,7.0,11.0,0.636,1.0,9.0,10.0,4.0,5.0,1.0,6.0,4.0,19.0,10.1,-18.0
12,13.0,2005-11-26,20-331,CLE,,MIN,L (-4),1.0,44:04,13.0,29.0,0.448,6.0,11.0,0.545,6.0,6.0,1.0,2.0,3.0,5.0,2.0,4.0,0.0,2.0,2.0,38.0,27.8,-3.0
13,14.0,2005-11-30,20-335,CLE,,LAC,W (+7),1.0,49:56,7.0,20.0,0.35,0.0,3.0,0.0,14.0,17.0,0.824,0.0,7.0,7.0,9.0,1.0,1.0,6.0,1.0,28.0,19.3,6.0
14,15.0,2005-12-02,20-337,CLE,@,SEA,L (-7),1.0,45:07,14.0,27.0,0.519,0.0,5.0,0.0,6.0,8.0,0.75,0.0,3.0,3.0,8.0,1.0,3.0,1.0,1.0,34.0,28.1,-2.0
15,16.0,2005-12-03,20-338,CLE,@,LAC,L (-12),1.0,44:41,8.0,25.0,0.32,3.0,5.0,0.6,11.0,14.0,0.786,0.0,5.0,5.0,6.0,1.0,1.0,1.0,3.0,30.0,19.7,-11.0
16,17.0,2005-12-06,20-341,CLE,@,SAC,W (+5),1.0,44:19,10.0,23.0,0.435,1.0,5.0,0.2,9.0,12.0,0.75,2.0,4.0,6.0,6.0,2.0,3.0,5.0,2.0,30.0,21.8,3.0
17,18.0,2005-12-09,20-344,CLE,,NJN,L (-9),1.0,44:49,11.0,26.0,0.423,0.0,4.0,0.0,10.0,15.0,0.667,2.0,4.0,6.0,3.0,0.0,1.0,7.0,3.0,32.0,13.4,-4.0
18,19.0,2005-12-10,20-345,CLE,@,MIL,L (-5),1.0,42:48,19.0,29.0,0.655,5.0,9.0,0.556,9.0,10.0,0.9,0.0,7.0,7.0,7.0,2.0,0.0,3.0,5.0,52.0,42.9,-3.0
19,20.0,2005-12-13,20-348,CLE,,ATL,L (-6),1.0,45:08,13.0,23.0,0.565,3.0,6.0,0.5,10.0,16.0,0.625,0.0,10.0,10.0,6.0,2.0,0.0,6.0,5.0,39.0,26.9,-4.0
20,21.0,2005-12-15,20-350,CLE,,DEN,W (+9),1.0,45:06,11.0,18.0,0.611,1.0,4.0,0.25,3.0,6.0,0.5,0.0,4.0,4.0,9.0,1.0,0.0,3.0,3.0,26.0,20.9,16.0
21,22.0,2005-12-17,20-352,CLE,,MIA,W (+8),1.0,46:23,12.0,19.0,0.632,2.0,4.0,0.5,15.0,16.0,0.938,0.0,5.0,5.0,10.0,1.0,0.0,4.0,3.0,41.0,36.4,9.0
22,23.0,2005-12-20,20-355,CLE,,UTA,W (+25),1.0,28:55,8.0,12.0,0.667,1.0,1.0,1.0,8.0,9.0,0.889,2.0,4.0,6.0,4.0,3.0,2.0,5.0,1.0,25.0,23.8,20.0
23,24.0,2005-12-22,20-357,CLE,@,CHI,W (+8),1.0,43:51,12.0,25.0,0.48,4.0,6.0,0.667,9.0,13.0,0.692,0.0,5.0,5.0,6.0,4.0,0.0,2.0,2.0,37.0,29.6,15.0
24,25.0,2005-12-23,20-358,CLE,,IND,W (+5),1.0,43:51,4.0,16.0,0.25,0.0,1.0,0.0,6.0,11.0,0.545,1.0,7.0,8.0,9.0,1.0,0.0,3.0,1.0,14.0,9.1,1.0
25,26.0,2005-12-26,20-361,CLE,,CHI,W (+11),1.0,44:58,12.0,25.0,0.48,0.0,5.0,0.0,8.0,12.0,0.667,1.0,7.0,8.0,6.0,2.0,2.0,2.0,0.0,32.0,26.1,14.0
26,27.0,2005-12-27,20-362,CLE,@,NJN,L (-5),1.0,40:18,12.0,21.0,0.571,1.0,5.0,0.2,6.0,9.0,0.667,1.0,9.0,10.0,8.0,2.0,0.0,4.0,3.0,31.0,25.7,-2.0
27,28.0,2005-12-31,21-001,CLE,,DET,W (+13),1.0,44:33,11.0,22.0,0.5,2.0,5.0,0.4,6.0,7.0,0.857,1.0,6.0,7.0,7.0,4.0,1.0,5.0,2.0,30.0,24.9,5.0
28,29.0,2006-01-04,21-005,CLE,@,MIL,W (+7),1.0,45:42,12.0,29.0,0.414,2.0,8.0,0.25,6.0,7.0,0.857,2.0,9.0,11.0,11.0,5.0,1.0,4.0,1.0,32.0,29.2,8.0
29,30.0,2006-01-05,21-006,CLE,,HOU,L (-9),1.0,44:15,13.0,19.0,0.684,3.0,7.0,0.429,3.0,6.0,0.5,1.0,8.0,9.0,5.0,1.0,0.0,3.0,4.0,32.0,25.7,-10.0
30,31.0,2006-01-07,21-008,CLE,,MIL,W (+8),1.0,45:12,14.0,22.0,0.636,3.0,7.0,0.429,4.0,9.0,0.444,2.0,5.0,7.0,6.0,0.0,1.0,0.0,1.0,35.0,30.6,4.0
31,32.0,2006-01-10,21-011,CLE,,NYK,L (-8),1.0,46:00,14.0,31.0,0.452,0.0,7.0,0.0,8.0,11.0,0.727,0.0,7.0,7.0,7.0,0.0,1.0,1.0,0.0,36.0,25.4,-2.0
32,33.0,2006-01-12,21-013,CLE,@,LAL,L (-1),1.0,40:06,11.0,22.0,0.5,2.0,3.0,0.667,4.0,9.0,0.444,0.0,2.0,2.0,9.0,0.0,0.0,5.0,2.0,28.0,16.1,5.0
33,34.0,2006-01-14,21-015,CLE,@,PHO,L (-9),1.0,43:45,18.0,28.0,0.643,5.0,8.0,0.625,5.0,5.0,1.0,0.0,7.0,7.0,8.0,1.0,0.0,1.0,1.0,46.0,40.9,-5.0
34,35.0,2006-01-15,21-016,CLE,@,POR,L (-2),1.0,41:19,10.0,26.0,0.385,1.0,5.0,0.2,8.0,11.0,0.727,2.0,11.0,13.0,7.0,1.0,3.0,2.0,3.0,29.0,23.1,12.0
35,36.0,2006-01-18,21-019,CLE,@,DEN,L (-1),1.0,41:35,7.0,20.0,0.35,2.0,6.0,0.333,8.0,15.0,0.533,2.0,9.0,11.0,9.0,0.0,0.0,2.0,5.0,24.0,16.4,-3.0
36,37.0,2006-01-20,21-021,CLE,@,GSW,L (-20),1.0,35:12,5.0,22.0,0.227,0.0,3.0,0.0,4.0,6.0,0.667,1.0,8.0,9.0,6.0,0.0,0.0,6.0,3.0,14.0,-0.1,-9.0
37,38.0,2006-01-21,21-022,CLE,@,UTA,W (+18),1.0,42:47,19.0,35.0,0.543,4.0,8.0,0.5,9.0,11.0,0.818,0.0,5.0,5.0,8.0,2.0,0.0,3.0,4.0,51.0,37.8,20.0
38,39.0,2006-01-24,21-025,CLE,,IND,W (+30),1.0,35:22,7.0,21.0,0.333,2.0,5.0,0.4,7.0,10.0,0.7,0.0,7.0,7.0,8.0,2.0,2.0,1.0,0.0,23.0,20.0,33.0
39,40.0,2006-01-25,21-026,CLE,@,ATL,W (+9),1.0,45:54,11.0,22.0,0.5,1.0,5.0,0.2,15.0,20.0,0.75,1.0,8.0,9.0,6.0,3.0,1.0,5.0,2.0,38.0,30.2,10.0
40,41.0,2006-01-27,21-028,CLE,@,IND,W (+4),1.0,45:06,12.0,23.0,0.522,1.0,2.0,0.5,5.0,8.0,0.625,1.0,6.0,7.0,9.0,3.0,1.0,6.0,1.0,30.0,23.6,4.0
41,42.0,2006-01-29,21-030,CLE,,PHO,W (+7),1.0,42:45,17.0,33.0,0.515,3.0,7.0,0.429,7.0,12.0,0.583,1.0,10.0,11.0,7.0,1.0,1.0,6.0,1.0,44.0,29.6,5.0
42,43.0,2006-01-30,21-031,CLE,@,CHA,W (+12),1.0,31:34,11.0,19.0,0.579,2.0,6.0,0.333,6.0,11.0,0.545,1.0,5.0,6.0,6.0,5.0,1.0,4.0,2.0,30.0,26.4,30.0
43,44.0,2006-02-01,21-033,CLE,,NJN,W (+6),1.0,44:26,8.0,21.0,0.381,0.0,2.0,0.0,10.0,12.0,0.833,0.0,11.0,11.0,10.0,1.0,1.0,4.0,2.0,26.0,20.9,5.0
44,45.0,2006-02-02,21-034,CLE,@,MIA,L (-28),1.0,39:18,12.0,29.0,0.414,2.0,5.0,0.4,3.0,3.0,1.0,1.0,4.0,5.0,7.0,1.0,0.0,1.0,0.0,29.0,20.3,-15.0
45,46.0,2006-02-04,21-036,CLE,,PHI,L (-5),1.0,47:11,10.0,17.0,0.588,2.0,7.0,0.286,9.0,10.0,0.9,2.0,2.0,4.0,6.0,2.0,1.0,4.0,0.0,31.0,27.6,-7.0
46,47.0,2006-02-06,21-038,CLE,,MIL,W (+3),1.0,45:21,9.0,20.0,0.45,2.0,7.0,0.286,2.0,4.0,0.5,0.0,9.0,9.0,12.0,0.0,2.0,4.0,4.0,22.0,17.7,-3.0
47,48.0,2006-02-08,21-040,CLE,@,MIN,W (+6),1.0,45:38,11.0,34.0,0.324,1.0,5.0,0.2,12.0,17.0,0.706,1.0,10.0,11.0,8.0,1.0,0.0,0.0,3.0,35.0,22.7,10.0
48,49.0,2006-02-10,21-042,CLE,@,WAS,L (-12),1.0,45:23,6.0,23.0,0.261,0.0,3.0,0.0,6.0,8.0,0.75,1.0,8.0,9.0,8.0,1.0,0.0,2.0,2.0,18.0,10.4,-13.0
49,50.0,2006-02-11,21-043,CLE,,GSW,L (-8),1.0,43:48,10.0,17.0,0.588,5.0,6.0,0.833,8.0,8.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,2.0,5.0,33.0,29.6,-15.0
50,51.0,2006-02-13,21-045,CLE,,SAS,W (+14),1.0,40:43,19.0,33.0,0.576,1.0,3.0,0.333,5.0,8.0,0.625,2.0,1.0,3.0,5.0,4.0,0.0,2.0,0.0,44.0,34.5,12.0
51,52.0,2006-02-15,21-047,CLE,@,BOS,W (+4),1.0,53:55,16.0,32.0,0.5,0.0,5.0,0.0,11.0,15.0,0.733,1.0,11.0,12.0,11.0,2.0,4.0,2.0,5.0,43.0,37.9,5.0
52,53.0,2006-02-21,21-053,CLE,,ORL,W (+13),1.0,42:51,10.0,24.0,0.417,1.0,5.0,0.2,5.0,7.0,0.714,0.0,2.0,2.0,9.0,1.0,2.0,2.0,0.0,26.0,19.7,21.0
53,54.0,2006-02-22,21-054,CLE,@,PHI,L (-9),1.0,43:07,13.0,24.0,0.542,1.0,4.0,0.25,6.0,10.0,0.6,3.0,3.0,6.0,5.0,2.0,1.0,6.0,3.0,33.0,21.8,-7.0
54,55.0,2006-02-24,21-056,CLE,,WAS,L (-8),1.0,47:46,7.0,21.0,0.333,3.0,8.0,0.375,8.0,19.0,0.421,0.0,7.0,7.0,9.0,1.0,0.0,4.0,2.0,25.0,13.3,-8.0
55,56.0,2006-02-26,21-058,CLE,@,DET,L (-12),1.0,37:46,9.0,20.0,0.45,2.0,3.0,0.667,2.0,3.0,0.667,1.0,8.0,9.0,7.0,0.0,0.0,3.0,3.0,22.0,15.0,-17.0
56,57.0,2006-02-27,21-059,CLE,,DET,L (-12),1.0,46:34,9.0,22.0,0.409,0.0,3.0,0.0,8.0,10.0,0.8,1.0,3.0,4.0,6.0,0.0,1.0,5.0,0.0,26.0,14.9,-10.0
57,58.0,2006-03-01,21-061,CLE,,SAC,L (-7),1.0,44:40,7.0,21.0,0.333,1.0,4.0,0.25,4.0,7.0,0.571,1.0,6.0,7.0,12.0,1.0,2.0,5.0,1.0,19.0,13.8,-5.0
58,59.0,2006-03-02,21-062,CLE,@,CHI,W (+1),1.0,46:37,11.0,27.0,0.407,0.0,3.0,0.0,11.0,13.0,0.846,2.0,9.0,11.0,8.0,0.0,1.0,5.0,4.0,33.0,21.5,4.0
59,60.0,2006-03-05,21-065,CLE,,CHI,W (+19),1.0,46:27,15.0,28.0,0.536,1.0,3.0,0.333,6.0,6.0,1.0,0.0,9.0,9.0,7.0,2.0,0.0,3.0,3.0,37.0,28.8,23.0
60,61.0,2006-03-07,21-067,CLE,,TOR,W (+7),1.0,43:44,5.0,17.0,0.294,2.0,6.0,0.333,5.0,6.0,0.833,1.0,11.0,12.0,8.0,1.0,0.0,2.0,2.0,17.0,14.5,14.0
61,62.0,2006-03-08,21-068,CLE,@,TOR,W (+1),1.0,44:17,13.0,24.0,0.542,1.0,3.0,0.333,8.0,12.0,0.667,1.0,5.0,6.0,6.0,1.0,0.0,0.0,2.0,35.0,28.4,-4.0
62,63.0,2006-03-10,21-070,CLE,@,ORL,L (-29),1.0,38:58,9.0,22.0,0.409,2.0,6.0,0.333,5.0,6.0,0.833,2.0,5.0,7.0,2.0,2.0,1.0,5.0,0.0,25.0,14.8,-18.0
63,64.0,2006-03-12,21-072,CLE,@,MIA,L (-6),1.0,45:17,11.0,27.0,0.407,1.0,6.0,0.167,24.0,28.0,0.857,2.0,5.0,7.0,4.0,0.0,1.0,5.0,2.0,47.0,31.5,-7.0
64,65.0,2006-03-14,21-074,CLE,@,DAL,L (-4),1.0,44:58,14.0,27.0,0.519,0.0,2.0,0.0,8.0,8.0,1.0,1.0,11.0,12.0,5.0,0.0,2.0,4.0,1.0,36.0,27.2,-8.0
65,66.0,2006-03-17,21-077,CLE,,POR,W (+15),1.0,44:10,9.0,23.0,0.391,1.0,6.0,0.167,8.0,10.0,0.8,2.0,7.0,9.0,5.0,6.0,0.0,1.0,2.0,27.0,24.9,14.0
66,67.0,2006-03-19,21-079,CLE,,LAL,W (+1),1.0,46:52,10.0,24.0,0.417,3.0,4.0,0.75,6.0,10.0,0.6,1.0,7.0,8.0,7.0,1.0,0.0,7.0,3.0,29.0,15.1,0.0
67,68.0,2006-03-22,21-082,CLE,,CHA,W (+2),1.0,50:11,10.0,21.0,0.476,1.0,5.0,0.2,16.0,23.0,0.696,0.0,11.0,11.0,12.0,0.0,1.0,5.0,4.0,37.0,29.3,5.0
68,69.0,2006-03-24,21-084,CLE,,BOS,W (+12),1.0,44:51,13.0,26.0,0.5,4.0,8.0,0.5,6.0,8.0,0.75,3.0,4.0,7.0,8.0,2.0,3.0,0.0,2.0,36.0,34.4,8.0
69,70.0,2006-03-26,21-086,CLE,@,HOU,W (+2),1.0,48:56,14.0,34.0,0.412,0.0,4.0,0.0,8.0,11.0,0.727,3.0,3.0,6.0,5.0,2.0,0.0,2.0,2.0,36.0,22.3,4.0
70,71.0,2006-03-29,21-089,CLE,,DAL,W (+13),1.0,43:26,16.0,23.0,0.696,4.0,7.0,0.571,10.0,13.0,0.769,0.0,5.0,5.0,4.0,3.0,0.0,2.0,3.0,46.0,39.2,16.0
71,72.0,2006-04-01,21-092,CLE,,MIA,W (+7),1.0,45:29,16.0,25.0,0.64,2.0,6.0,0.333,13.0,14.0,0.929,4.0,8.0,12.0,9.0,2.0,0.0,4.0,3.0,47.0,43.8,13.0
72,73.0,2006-04-02,21-093,CLE,@,CHA,W (+4),1.0,41:17,13.0,24.0,0.542,2.0,5.0,0.4,7.0,9.0,0.778,1.0,11.0,12.0,8.0,1.0,2.0,3.0,5.0,35.0,29.6,2.0
73,74.0,2006-04-04,21-095,CLE,,PHI,W (+33),1.0,34:40,13.0,22.0,0.591,4.0,10.0,0.4,7.0,9.0,0.778,1.0,3.0,4.0,7.0,4.0,0.0,3.0,4.0,37.0,31.9,15.0
74,75.0,2006-04-05,21-096,CLE,@,NYK,L (-2),1.0,44:48,12.0,24.0,0.5,4.0,7.0,0.571,8.0,14.0,0.571,0.0,2.0,2.0,7.0,3.0,0.0,5.0,3.0,36.0,23.9,-2.0
75,76.0,2006-04-08,21-099,CLE,@,NJN,W (+6),1.0,44:09,12.0,26.0,0.462,0.0,3.0,0.0,13.0,16.0,0.813,1.0,4.0,5.0,7.0,1.0,0.0,6.0,5.0,37.0,22.2,5.0
76,77.0,2006-04-10,21-101,CLE,@,NOK,W (+2),1.0,42:07,12.0,24.0,0.5,0.0,3.0,0.0,8.0,12.0,0.667,1.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,32.0,21.8,3.0
77,78.0,2006-04-12,21-103,CLE,@,DET,L (-23),1.0,31:21,8.0,18.0,0.444,0.0,3.0,0.0,6.0,8.0,0.75,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,22.0,11.4,-11.0
78,79.0,2006-04-16,21-107,CLE,@,WAS,L (-12),1.0,29:32,8.0,16.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,17.0,10.8,-17.0
